Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
197403,   3.76,   1.33,   2.36,   1.92,  -1.39,   0.20,  -0.48,  -0.19,  -1.33,  -3.62,   1.01,  -1.33,  -1.97,  -1.27,  -2.61,  -1.28,  -3.58,  -1.71,  -3.87,  -4.74,   0.46,  -1.09,  -2.38,  -4.01,  -5.64
197404,  -4.41,  -5.77,  -4.94,  -4.90,  -6.79,  -6.28,  -6.00,  -4.72,  -4.95,  -6.90,  -8.19,  -6.41,  -5.96,  -6.14,  -7.10,  -5.21,  -7.78,  -6.27,  -6.68,  -4.98,  -4.77,  -6.01,  -3.67,  -2.32,  -2.09
197405,  -8.13,  -8.27,  -7.63,  -7.18,  -7.34,  -9.31,  -7.48,  -7.71,  -7.22,  -7.67,  -8.34,  -7.86,  -8.23,  -6.31,  -6.89,  -6.95,  -6.47,  -6.01,  -6.59,  -5.08,  -3.13,  -8.35,  -2.71,  -2.37,  -1.57
197406,  -1.85,  -2.56,  -3.49,  -4.24,  -3.41,  -3.91,  -4.45,  -3.77,  -4.59,  -2.77,  -2.61,  -5.21,  -3.58,  -4.01,  -2.40,  -1.93,  -3.50,  -2.87,  -3.00,  -5.42,  -2.41,  -5.73,  -0.66,  -0.83,  -2.11
197407,  -4.46,  -5.90,  -5.24,  -6.13,  -6.33,  -3.99,  -5.79,  -4.76,  -5.14,  -4.97,  -2.13,  -4.51,  -2.43,  -4.99,  -3.95,  -2.58,  -3.76,  -5.23,  -4.83,  -7.41,  -7.78,  -8.88,  -7.86,  -9.50,  -6.23
197408,  -7.14,  -8.54,  -8.55,  -7.35,  -9.74,  -7.67,  -6.52,  -9.61,  -8.79,  -8.14,  -7.23,  -9.15,  -8.74,  -8.23, -10.25, -10.26, -10.37,  -8.55,  -9.11,  -8.67,  -8.97,  -7.81,  -8.12,  -8.87, -10.41
197409,  -5.36,  -7.98,  -7.27,  -8.27,  -9.58,  -6.56,  -7.43, -10.18, -11.10,  -9.92,  -4.91,  -8.97,  -9.07,  -8.46,  -9.86,  -6.55,  -6.81, -10.14,  -8.43,  -9.71,  -9.18, -11.56, -13.60, -13.34,  -9.02
197410,  15.01,   8.59,   6.04,   4.64,   5.85,  16.99,  11.45,   9.04,   5.55,   9.72,  22.18,  14.44,  10.08,   7.61,   7.57,  21.64,  16.91,  17.19,  12.51,   9.72,  22.06,  16.44,  16.76,  15.22,  16.07
197411,  -4.06,  -4.86,  -6.81,  -6.28,  -8.36,  -4.77,  -4.75,  -5.00,  -5.71,  -5.62,  -3.08,  -3.49,  -3.94,  -2.70,  -3.89,  -3.14,  -2.58,  -2.67,  -3.91,  -2.82,  -6.34,  -5.50,  -5.08,  -4.65,  -2.19
197412,  -7.97, -10.16,  -6.99,  -7.16,  -8.69,  -3.79,  -6.82,  -6.90,  -6.90,  -6.39,  -6.21,  -5.71,  -4.08,  -5.43,  -5.38,  -2.55,  -4.58,  -4.36,  -4.79,  -4.56,  -5.12,   0.02,  -2.20,  -1.21,  -2.92
197501,  43.81,  33.41,  26.44,  21.89,  18.48,  36.57,  28.66,  28.15,  24.85,  18.64,  29.45,  26.75,  26.48,  18.55,  16.56,  25.79,  23.99,  23.03,  18.52,  17.94,  23.33,  18.12,  10.60,  12.65,   7.96
197502,   9.60,   6.41,   6.61,   3.42,  -0.11,   7.22,   5.55,   2.84,   3.80,   2.57,   8.31,   3.94,   3.16,   4.84,   2.06,   6.49,   3.92,   5.21,   3.96,   3.53,   7.98,   6.72,   1.97,   5.22,   2.95
197503,  15.24,   7.78,   8.69,   8.09,   5.05,  11.24,   6.42,   3.53,   3.39,   4.43,   8.47,   5.36,   5.16,   5.24,   4.04,   7.15,   6.64,   4.00,   5.52,   6.40,   4.39,   2.33,   2.48,   2.39,   0.66
197504,   5.48,   4.57,   4.21,   3.79,  -0.62,   3.80,   3.44,   4.47,   3.45,   1.50,   6.43,   4.95,   5.87,   5.22,  -0.05,   3.87,   4.48,   4.27,   5.61,   7.78,   2.67,   4.42,   6.45,   6.23,   7.56
197505,   8.81,   6.13,   5.87,   7.88,   9.00,   9.35,   8.77,   7.68,   5.79,   9.28,  10.39,   5.44,   5.80,   4.86,   7.36,   9.54,   6.76,   5.58,   4.70,   4.71,  12.28,   5.69,   5.79,   4.37,   2.97
197506,   9.74,   8.54,   8.48,   7.56,   4.80,   9.49,   6.87,   8.73,   6.28,   2.91,   6.10,   6.45,   6.51,   5.42,   3.06,   8.94,   6.99,   8.14,   6.30,   3.57,   6.55,   4.41,   4.35,   5.25,   3.26
197507,   1.52,   0.90,   0.59,  -0.21,  -4.72,  -2.14,  -0.25,  -2.99,  -3.85,  -6.56,  -3.42,  -4.28,  -3.89,  -3.16,  -6.15,  -6.14,  -6.66,  -4.83,  -5.41,  -7.61,  -8.61,  -6.57,  -6.77,  -5.03,  -6.91
197508,  -5.35,  -6.12,  -6.28,  -4.66,  -6.46,  -3.87,  -4.65,  -5.36,  -5.40,  -4.98,  -4.47,  -3.29,  -2.64,  -3.66,  -5.06,  -2.64,  -2.24,  -4.78,  -4.98,  -3.92,  -2.11,  -1.99,  -1.30,  -0.89,  -2.74
197509,  -3.94,  -3.42,  -3.09,  -2.31,  -4.39,  -4.41,  -2.82,  -4.55,  -3.49,  -4.64,  -3.38,  -5.44,  -3.13,  -3.26,  -5.10,  -3.62,  -5.19,  -2.90,  -4.18,  -3.77,  -3.48,  -7.25,  -2.99,  -2.93,  -4.47
197510,   1.37,   0.50,  -0.69,   1.81,   2.46,   4.80,   2.34,   2.45,   0.59,   2.99,   6.63,   2.18,   1.40,   3.83,   0.99,   5.49,   5.52,   6.04,   5.84,   6.77,   7.49,   7.61,   6.07,   7.24,   3.02
197511,   1.30,   1.12,   3.15,   1.71,   1.79,   1.15,   3.04,   3.08,   3.74,   2.43,   1.57,   2.00,   3.19,   1.53,   5.04,   2.81,   2.55,   5.52,   4.34,   4.79,  -0.71,  -0.34,   1.78,   4.06,   5.04
197512,   1.85,  -0.73,  -0.47,  -2.12,  -4.03,   1.23,  -0.49,  -0.79,  -1.59,  -2.14,   0.24,   0.39,   0.81,  -0.62,  -0.50,   0.88,  -1.32,  -0.79,  -1.52,  -1.65,   1.42,   0.52,  -0.50,  -2.95,  -3.89
197601,  25.20,  20.53,  18.36,  17.99,  16.74,  19.34,  21.25,  15.89,  16.22,  17.47,  19.93,  18.46,  16.94,  12.91,  15.07,  16.79,  17.25,  14.83,  12.63,  14.35,  10.50,  12.17,  11.27,  11.04,  11.47
197602,  11.46,  11.22,  12.50,  11.78,  10.34,   8.68,   6.52,   7.14,   8.04,   9.09,   4.77,   4.30,   6.05,   6.94,   4.84,   0.83,   4.21,   2.28,   2.50,   4.61,  -2.16,  -1.58,   0.49,  -0.28,   6.47
197603,   4.05,   3.37,   2.29,   0.55,  -0.22,   4.59,   2.73,   2.47,   0.72,  -1.50,   4.63,   0.58,   0.97,   1.56,  -0.38,   4.35,   1.23,   0.38,   1.10,   0.83,   5.73,   1.88,   1.58,  -0.25,  -0.28
197604,  -0.23,  -1.28,  -0.60,  -0.37,  -3.17,   0.25,  -1.21,   0.17,  -1.57,  -2.28,   0.71,  -0.31,  -1.04,  -0.69,  -2.65,  -0.24,  -1.39,  -1.14,  -0.93,  -2.93,   0.13,  -0.81,   0.45,  -1.41,  -2.23
197605,  -2.13,  -2.71,  -1.89,  -1.53,  -2.42,  -2.73,  -1.76,  -1.86,   0.28,  -2.02,  -1.65,  -0.38,  -1.38,  -1.04,  -1.71,  -2.55,  -2.88,  -2.44,  -0.84,  -0.64,  -1.70,  -1.38,  -1.34,  -0.14,   0.90
197606,   3.52,   1.99,   1.20,   1.63,   1.68,   5.26,   3.92,   1.48,   2.43,   2.89,   5.95,   5.57,   4.88,   5.27,   5.58,   7.22,   4.91,   5.11,   6.08,   5.81,   3.49,   4.56,   3.47,   4.65,   5.50
197607,   0.73,   1.27,  -0.06,   0.32,  -2.79,   0.53,   1.71,   1.83,  -0.16,  -1.39,   0.94,   0.89,   0.60,  -0.75,  -1.70,   0.66,   1.31,   1.87,  -0.39,  -3.08,  -1.53,   0.64,   0.03,  -1.79,  -2.11
197608,  -2.79,  -2.07,  -1.59,   0.08,  -1.80,  -4.25,  -1.67,  -1.91,  -0.79,  -2.05,  -3.53,  -2.31,  -1.23,  -0.60,  -1.60,  -0.60,  -0.37,  -1.22,   0.78,  -0.98,  -2.26,  -0.30,  -0.19,   1.78,   1.36
197609,   2.63,   1.24,   1.59,   2.14,   1.57,   2.94,   2.76,   3.88,   3.19,   3.23,   2.42,   1.32,   3.19,   1.98,   3.72,   4.14,   2.91,   1.45,   2.38,   2.39,   2.05,   0.97,   2.92,   3.55,   1.84
197610,  -2.19,  -1.00,  -0.89,  -2.09,  -2.84,  -2.09,  -2.30,  -1.80,  -1.92,  -3.04,  -2.25,  -2.36,  -1.22,  -0.98,  -2.73,  -2.11,  -0.22,  -1.67,  -2.11,  -2.06,  -1.50,  -1.53,  -1.81,  -2.82,  -2.34
197611,   4.49,   2.42,   2.57,   2.26,   2.32,   6.21,   3.52,   3.25,   3.26,   4.38,   5.18,   4.69,   3.68,   3.48,   2.86,   4.71,   3.07,   2.45,   3.03,   2.83,   1.06,  -1.61,  -1.60,   1.30,   1.79
197612,  14.51,   9.07,   8.62,   9.12,   8.29,  14.23,   9.48,  10.75,   8.44,   7.85,  13.67,  10.07,   6.95,   9.14,   5.80,  10.30,   6.45,   7.29,   6.15,   4.84,   7.40,   5.35,   3.59,   4.27,   3.59
197701,   6.56,   5.22,   4.32,   4.54,   2.14,   3.03,   5.30,   1.79,   0.50,  -0.70,  -0.33,   0.44,   1.55,  -1.03,  -1.95,  -3.83,  -0.52,  -3.63,  -2.75,  -3.00,  -9.02,  -2.24,  -4.48,  -4.78,  -4.27
197702,  -0.44,   0.90,   0.15,   0.96,  -0.72,   0.33,  -1.12,  -1.15,  -0.02,  -1.41,  -1.41,  -1.07,  -1.14,  -2.32,  -2.58,  -1.11,  -1.52,  -1.76,  -2.43,  -3.43,  -1.08,  -2.38,  -0.78,  -2.68,  -4.99
197703,   1.98,   1.07,   1.90,   1.04,   0.45,   2.77,   0.35,   0.52,   0.57,  -1.05,   0.33,   0.08,   0.14,   0.27,  -1.66,   0.92,  -0.30,  -0.12,   0.40,   0.45,  -1.28,  -1.98,  -1.03,  -1.62,  -1.47
197704,   2.05,   1.19,   1.96,   2.42,   1.19,   2.77,   0.21,   3.31,   2.39,   2.20,   1.58,   1.35,   1.06,   2.20,   2.06,   3.00,   2.31,   0.47,   0.29,   0.12,  -0.82,   0.81,  -0.44,   0.34,   2.18
197705,   0.82,   0.55,  -0.11,   0.34,  -1.14,  -0.27,   0.29,   0.73,  -0.63,  -0.26,  -0.19,  -0.46,  -0.36,  -0.30,  -0.65,  -0.97,  -0.72,  -0.66,  -0.12,  -1.24,  -3.19,  -2.18,  -0.06,  -0.53,  -0.83
197706,   7.26,   5.40,   5.01,   5.26,   5.79,   7.88,   6.96,   4.17,   5.79,   6.10,   7.17,   5.56,   6.08,   6.99,   7.07,   6.29,   5.14,   4.73,   5.79,   4.68,   4.72,   5.14,   5.23,   4.28,   4.30
197707,   2.67,   1.83,   1.98,   1.53,  -1.07,   0.76,   0.42,   0.91,  -0.04,  -1.92,   0.17,   1.22,  -0.77,  -0.86,  -1.78,  -2.98,  -1.29,  -0.29,  -1.96,  -2.52,  -3.49,  -0.73,  -1.61,  -0.80,  -2.48
197708,  -0.14,  -1.11,  -0.39,  -0.86,  -0.08,  -1.73,  -0.83,  -1.25,  -1.02,   0.06,  -1.20,  -0.06,  -1.45,  -0.49,   1.22,  -2.31,  -2.77,  -1.71,  -2.08,  -0.42,  -2.23,  -1.26,  -1.94,  -0.81,  -1.05
197709,   1.87,   1.53,   1.84,   1.52,   1.57,   0.34,   2.57,   0.46,   0.65,   0.53,   2.04,   1.72,   0.07,   0.48,   0.43,   1.45,   0.40,   0.07,   0.68,   0.01,   0.87,  -0.28,   1.35,  -1.01,  -1.12
197710,  -1.65,  -1.65,  -1.94,  -2.32,  -3.23,  -1.20,  -2.53,  -1.38,  -2.55,  -4.59,  -3.70,  -2.11,  -3.93,  -2.36,  -2.32,  -2.03,  -3.46,  -3.27,  -4.20,  -4.79,  -3.23,  -3.19,  -4.19,  -5.16,  -5.86
197711,  11.19,   8.95,   7.30,   5.77,   6.40,  11.19,   8.83,   7.76,   7.14,   7.54,   9.52,   7.69,   5.84,   5.48,   7.01,   8.32,   7.19,   5.89,   5.65,   4.59,   4.81,   3.21,   2.65,   3.38,   4.47
197712,   2.75,   2.40,   2.19,   1.81,   2.68,   1.98,   2.21,   0.65,   1.43,   2.49,   1.04,   1.25,   0.50,   0.79,   3.31,   1.22,  -0.09,   0.65,   0.76,   2.73,   1.46,   0.51,  -0.60,  -0.24,  -1.08
197801,   1.19,  -0.81,  -0.73,  -1.46,  -1.80,  -2.65,  -2.64,  -2.60,  -2.16,  -4.34,  -4.57,  -3.16,  -4.47,  -5.29,  -4.51,  -3.31,  -4.97,  -5.23,  -5.38,  -7.28,  -7.03,  -6.38,  -5.65,  -5.37,  -8.70
197802,   5.77,   3.89,   3.32,   3.40,   3.08,   3.62,   1.49,   2.22,   0.51,  -0.09,   0.34,   2.90,   2.06,   0.77,   0.26,  -0.42,  -0.42,  -1.29,  -1.63,  -1.49,  -1.95,  -1.66,  -0.06,  -2.83,  -4.04
197803,   7.48,   7.83,   6.58,   6.51,   7.69,   8.75,   5.01,   5.30,   6.20,   7.66,   6.93,   4.41,   6.29,   5.04,   6.10,   5.82,   5.09,   5.06,   4.27,   4.20,   1.42,   2.14,   3.05,   3.15,   2.19
197804,   8.01,   7.70,   8.02,   9.20,   8.66,   6.60,   6.53,   7.53,   9.37,   7.30,   7.08,   6.27,   8.41,   7.92,   9.04,   7.48,   6.15,   8.08,   9.38,   5.72,  12.37,   5.86,   8.34,   9.96,   9.10
197805,   8.22,   6.82,   6.04,   7.08,   7.20,   6.20,   5.67,   3.98,   5.00,   6.44,   3.75,   5.28,   4.37,   3.36,   6.21,   4.02,   5.00,   3.83,   3.09,   3.95,   1.01,   0.67,   1.41,   0.55,   1.83
197806,   1.88,   1.87,   1.18,  -0.19,  -1.16,   0.92,   0.84,  -0.41,   0.16,  -1.87,   2.33,  -0.24,  -0.71,  -0.34,   1.05,   2.29,  -0.42,  -1.33,  -0.86,  -2.01,  -1.71,  -1.83,  -1.81,  -1.89,   1.38
197807,   6.62,   6.24,   3.60,   5.14,   4.93,   9.63,   7.46,   4.15,   5.11,   5.95,   5.80,   4.37,   4.50,   4.97,   5.30,   8.06,   6.83,   7.38,   5.30,   6.41,   4.32,   5.73,   5.16,   6.03,   5.92
197808,   9.83,   7.15,   9.80,   9.14,   8.50,   8.89,   7.73,   7.26,   6.85,   9.56,   7.24,   5.87,   6.50,   6.41,   7.74,   6.24,   4.53,   4.08,   5.18,   6.60,   4.59,   3.83,   2.19,   2.67,   3.56
197809,   2.63,   1.41,   1.08,  -0.11,  -2.85,   1.06,   0.55,   0.05,  -1.31,  -3.99,   1.20,  -0.69,  -1.55,  -3.28,  -3.40,   1.91,  -0.04,  -1.20,  -3.28,  -2.47,  -0.69,  -0.24,  -0.70,  -0.80,  -2.88
197810, -24.49, -20.68, -16.12, -16.36, -21.84, -22.27, -19.60, -18.27, -15.46, -19.63, -19.27, -16.42, -14.66, -13.95, -19.58, -16.19, -13.69, -11.26, -13.05, -13.84, -10.94,  -7.80,  -9.42,  -7.14,  -9.81
197811,  11.37,   6.16,   2.77,  -0.25,  -1.04,  13.09,   7.77,   4.35,   2.00,   0.81,  13.56,   6.40,   3.72,   1.84,   0.31,  12.67,   7.37,   3.90,   1.40,   0.35,  19.35,  10.10,   4.75,   2.52,   2.64
197812,   2.24,   0.92,   2.95,   1.38,   0.96,   1.97,   3.43,   2.27,   1.21,   2.36,   3.55,   1.48,   1.45,   1.69,   2.60,   2.15,   0.20,   0.62,   1.11,   2.71,   0.85,   0.36,   2.55,   1.53,   1.84
197901,  14.13,  12.03,   8.99,   9.13,   6.80,  13.71,   8.85,   8.16,   7.60,   6.35,  10.75,   9.86,   7.23,   5.43,   5.48,   9.33,   7.71,   6.92,   4.07,   4.90,   7.84,   5.87,   4.35,   2.13,   2.09
197902,  -0.47,  -0.07,  -1.25,  -2.32,  -3.29,  -2.43,  -2.02,  -2.60,  -2.36,  -4.34,  -0.42,  -3.19,  -3.34,  -3.34,  -3.74,  -3.07,  -2.19,  -2.89,  -4.89,  -0.76,  -3.31,  -2.23,  -3.31,  -2.96,  -4.88
197903,  11.43,   9.65,   8.45,   7.16,   6.84,  11.28,   8.90,   8.32,   7.54,   9.82,  11.51,   9.68,   8.62,   7.84,   9.90,  10.06,   9.14,   7.53,   6.22,   9.01,   5.70,   4.45,   5.25,   4.79,   8.17
197904,   3.64,   2.05,   3.20,   3.96,   1.96,   3.38,   3.72,   2.16,   1.47,   1.86,   1.27,   1.93,   4.32,   0.69,   1.70,   0.32,   2.15,   1.64,   0.81,   0.30,  -2.04,   1.26,   0.48,   1.36,  -0.08
197905,  -0.73,  -0.60,   0.32,  -0.79,  -2.10,  -1.20,  -1.83,  -0.96,  -1.96,  -2.53,  -2.61,  -1.46,  -0.21,  -2.79,  -0.64,   0.92,  -0.59,  -1.11,  -0.94,  -1.98,  -0.07,  -1.12,  -2.19,  -1.13,  -3.77
197906,   7.31,   6.41,   4.27,   4.16,   4.34,   6.87,   7.31,   5.86,   4.49,   5.84,   4.98,   4.61,   4.57,   6.04,   5.42,   7.33,   5.00,   5.44,   7.32,   6.70,   6.56,   5.44,   2.67,   3.30,   4.78
197907,   2.66,   3.17,   4.93,   1.87,   0.71,   5.12,   4.00,   3.51,   3.38,  -0.14,   4.33,   1.83,   4.29,   4.51,   2.04,   5.38,   2.64,   2.82,   2.03,   1.17,  -1.09,   1.01,   1.40,   1.63,   1.34
197908,   8.95,   8.02,   7.47,   7.03,   6.09,   6.88,   9.13,   7.92,   7.82,   6.49,   7.69,   7.90,   7.35,   9.10,   5.99,   8.41,   6.80,   7.92,   6.24,   6.53,   5.41,   6.45,   5.97,   5.37,   4.70
197909,  -0.34,   0.51,   0.43,  -0.74,  -1.91,  -0.98,  -0.84,  -0.33,  -0.71,   0.55,  -0.92,   0.56,  -0.79,   0.66,  -0.17,  -3.22,  -1.39,  -1.33,   1.01,  -0.12,  -1.06,   0.37,  -0.61,   2.35,   0.77
197910, -12.95, -10.69, -10.21,  -8.91, -10.92, -11.96, -10.33, -10.73, -10.26, -10.99, -10.52,  -8.59,  -9.78,  -7.92,  -9.02,  -9.20,  -8.95,  -9.60,  -7.98,  -8.23,  -6.95,  -6.96,  -7.17,  -5.31,  -4.91
197911,  10.23,   8.30,   7.56,   5.96,   4.02,   9.87,   8.76,   7.46,   5.43,   8.31,  10.77,   7.50,   5.99,   8.64,   8.62,   8.91,   7.25,   6.27,   8.25,   7.59,   5.94,   3.43,   5.53,   5.38,   6.04
197912,   7.37,   6.30,   7.14,   6.99,   8.74,   6.55,   5.50,   5.31,   5.42,   7.95,   4.26,   2.02,   3.85,   3.65,   7.93,   4.29,   2.22,   1.65,   2.57,   5.29,   3.43,  -0.98,   1.15,   3.02,   6.12
198001,  10.80,   7.96,   8.97,  11.83,  11.90,   8.10,   7.58,   5.84,   5.10,   7.59,   3.09,   6.69,   8.08,   6.63,   7.19,   2.86,   4.49,   4.61,   4.83,   8.55,   4.84,   4.33,   6.00,   8.83,  11.24
198002,  -1.24,   0.68,  -1.47,  -1.43,  -1.43,  -3.64,  -3.09,  -3.18,  -2.21,  -1.09,  -3.94,  -4.59,  -3.24,  -0.36,  -1.50,  -3.82,  -4.40,  -5.11,  -1.03,  -0.95,  -3.29,  -4.35,  -3.17,   6.63,   2.81
198003, -17.67, -18.28, -16.31, -17.00, -21.17, -13.31, -13.20, -15.78, -17.71, -22.17, -10.09, -11.46, -13.88, -16.67, -23.11,  -7.38,  -7.36, -10.51, -14.04, -19.43,  -1.83,  -6.17,  -6.39,  -9.57, -16.86
198004,   8.23,   5.38,   4.95,   2.95,   3.86,   9.03,   7.81,   5.21,   4.72,   4.91,  10.11,   6.11,   5.65,   6.02,   7.43,   6.66,   5.79,   3.91,   6.72,   9.39,   4.63,   6.73,   3.55,   1.92,   5.53
198005,   8.06,   6.91,   8.31,   7.40,   5.20,  11.67,   9.68,   8.40,   6.71,   6.21,  10.83,  10.53,   8.82,   7.69,   6.34,  10.77,   7.25,   7.95,   8.17,   6.29,   6.10,   5.32,   5.62,   4.21,   3.26
198006,   5.73,   4.84,   3.59,   3.61,   2.89,   6.86,   3.42,   4.56,   4.53,   3.98,   6.21,   6.39,   3.72,   4.96,   2.53,   6.07,   6.42,   4.90,   6.10,   2.83,   5.08,   3.12,   1.98,   2.19,   0.70
198007,  12.60,   9.68,   9.24,   9.15,   7.97,  14.61,  11.88,  10.64,   8.93,   8.71,  16.17,   9.86,   7.51,   7.64,   6.98,   9.04,  10.24,   7.71,   5.69,   7.83,  10.07,   6.09,   5.88,   5.10,   4.86
198008,   7.16,   5.93,   7.00,   9.00,   9.07,   5.04,   4.95,   5.15,   4.53,   8.21,   4.01,   4.10,   5.18,   5.14,   3.95,   0.94,   2.59,   2.27,   3.11,   2.26,   3.27,   1.57,   0.26,   0.09,   2.56
198009,   5.08,   5.33,   3.90,   5.48,   2.52,   3.53,   3.67,   3.29,   3.19,   4.10,   1.22,   4.42,   5.65,   1.81,   0.72,   1.89,   1.54,   3.99,   3.86,   3.47,   1.28,   2.89,   2.81,   3.50,   4.80
198010,   5.10,   4.66,   3.21,   6.37,   6.89,   3.31,   2.99,   2.93,   2.83,   3.71,   1.16,   2.27,   2.83,   2.53,   2.41,   2.58,  -0.61,   1.11,   0.91,   2.26,  -2.74,   0.84,   1.56,   2.08,   4.75
198011,   5.21,   4.28,   4.70,   4.94,  12.15,   4.55,   6.00,   5.73,   7.32,  12.37,   4.48,   3.92,   4.23,   6.00,  11.21,   5.97,   6.94,   4.65,  12.36,  12.37,   3.05,   6.91,   8.17,  14.66,  21.12
198012,  -3.30,  -2.40,  -2.95,  -3.63,  -6.46,  -1.97,  -1.38,  -1.68,  -2.81,  -5.49,   0.73,  -0.19,  -1.20,  -3.27,  -6.81,   1.79,   1.91,  -1.29,  -3.26,  -4.95,   2.69,   2.18,   0.67,  -0.96,  -8.40
198101,   0.18,   2.07,   0.64,   0.89,   0.11,  -3.18,   0.25,  -0.41,  -0.31,  -1.10,  -1.43,   0.08,  -0.14,  -1.00,  -0.69,  -4.76,  -2.63,  -1.44,  -1.49,  -2.83, -10.27,  -5.25,  -6.15,  -0.84,  -3.46
198102,  -3.88,   0.38,   1.36,   0.08,  -0.70,  -1.29,   1.75,   1.86,   4.51,  -0.09,   0.98,   0.80,   2.83,   2.01,   3.33,  -1.35,   2.69,   3.13,   3.25,   4.14,   0.33,   0.30,   5.13,   3.61,   2.69
198103,   7.01,   6.36,   6.72,   7.72,   7.63,   9.20,   7.80,   7.69,   7.16,   7.43,   9.68,   9.14,   8.42,   8.71,   6.55,  13.54,   8.62,   8.81,   9.41,   5.93,   2.70,   3.72,   1.72,   3.99,   2.76
198104,   2.47,   3.08,   3.12,   3.63,   3.26,   0.88,   3.68,   4.37,   1.82,   2.60,   2.08,   2.99,   2.81,   1.88,   4.84,  -1.77,   0.62,   0.11,   0.92,   0.18,  -2.50,  -2.10,  -3.78,  -0.74,  -1.53
198105,   1.32,   1.71,   2.55,   3.03,   3.56,   3.14,   1.25,   2.64,   2.34,   5.07,   2.21,   1.03,   3.13,   1.54,   5.26,   0.72,   1.84,   3.43,   1.46,   4.58,  -2.16,  -0.45,   0.02,   4.46,   3.85
198106,  -1.92,   0.33,   0.69,   0.29,  -4.44,  -0.52,   1.32,   0.18,  -2.03,  -6.55,   0.51,  -1.22,   1.51,  -1.41,  -5.78,  -0.12,  -0.38,   0.20,  -1.55,  -6.85,   2.89,   0.29,  -1.67,  -1.93,  -3.60
198107,  -1.50,  -3.64,  -2.81,  -2.54,  -4.07,  -0.64,  -1.69,  -2.74,  -2.06,  -3.88,  -2.47,  -1.54,  -1.50,  -0.96,  -2.37,   0.56,  -1.97,  -1.62,  -0.95,  -0.79,  -0.90,  -0.84,   0.67,   0.30,   3.13
198108,  -9.98,  -8.68,  -7.62,  -6.48,  -8.73,  -9.25,  -7.67,  -7.14,  -4.68,  -8.45,  -7.24,  -7.23,  -5.78,  -5.39,  -6.58,  -5.32,  -5.10,  -4.26,  -4.64,  -6.62,  -6.31,  -5.63,  -5.04,  -4.86,  -5.84
198109, -10.03, -10.80,  -9.64,  -8.54,  -8.36,  -7.23,  -8.57,  -7.27,  -5.11,  -7.49,  -6.70,  -7.12,  -5.52,  -5.35,  -7.94,  -6.57,  -6.98,  -5.45,  -6.79,  -3.74,  -7.42,  -5.52,  -6.85,  -5.68,  -3.76
198110,  11.22,   7.65,   5.79,   5.64,   8.19,  10.79,   9.70,   7.13,   6.92,   7.06,   8.73,   7.17,   5.95,   5.99,   6.73,  10.84,   5.39,   4.83,   4.73,   7.82,  14.95,   4.81,   4.94,   2.18,   6.08
198111,   2.29,   3.68,   2.26,   2.18,   0.37,   4.41,   5.24,   6.07,   2.80,   1.57,   3.00,   4.15,   5.63,   3.16,  -0.05,   7.29,   7.65,   5.19,   5.16,  -0.71,   7.71,   4.37,   3.99,   2.56,   5.19
198112,  -2.22,  -0.55,  -0.55,  -1.11,  -3.47,  -1.31,  -0.81,  -1.64,  -0.61,  -2.49,  -2.29,  -1.55,  -1.93,  -2.09,  -3.60,  -1.91,  -0.95,  -1.74,  -3.82,  -3.34,  -0.85,  -3.35,  -2.90,  -2.93,  -4.73
198201,  -1.09,  -1.48,  -1.58,  -1.53,  -2.57,  -3.60,  -1.51,  -4.11,  -3.13,  -5.00,  -4.98,  -2.34,  -3.38,  -4.52,  -4.32,  -5.05,  -3.29,  -3.02,  -5.00,  -6.13,  -4.58,  -3.63,  -1.17,   0.45,   1.38
198202,  -7.35,  -4.86,  -3.26,  -3.21,  -5.68,  -6.82,  -5.94,  -4.98,  -3.02,  -2.60,  -5.92,  -2.92,  -2.98,  -2.25,  -4.14,  -8.40,  -4.21,  -3.76,  -0.57,  -2.26, -10.34,  -7.75,  -5.19,  -3.84,  -2.09
198203,  -1.69,  -0.84,  -2.06,  -1.28,  -1.54,  -3.60,  -1.77,  -0.19,  -0.26,  -1.22,  -0.69,  -0.71,  -0.97,  -0.33,   0.98,  -1.97,  -2.85,  -0.30,  -0.38,   0.13,  -3.23,   0.21,  -1.91,  -0.06,   0.91
198204,   6.33,   5.34,   4.43,   5.50,   2.75,   6.19,   7.25,   7.08,   5.87,   5.49,   4.71,   6.79,   4.77,   4.66,   3.95,   6.37,   5.76,   4.49,   5.52,   3.90,   5.99,   4.89,   4.93,   1.62,   4.23
198205,  -2.44,  -1.18,  -0.92,  -0.71,  -4.21,  -3.99,  -1.62,  -0.95,  -2.66,  -5.72,  -2.52,  -1.57,  -3.12,  -3.08,  -3.77,  -4.29,  -4.07,  -2.72,  -4.86,  -5.19,  -1.39,  -1.35,  -3.69,  -3.39,  -2.03
